,trial_id,completion_date_india,completion_date_global,recruitment_status_india,recruitment_status_global,publication_details,secondary_ids
299,CTRI/2020/08/027477,08/10/2020,Date Missing,Completed,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
300,CTRI/2020/08/027499,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
301,CTRI/2020/08/027491,20/10/2020,20/10/2020,Completed,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
302,CTRI/2020/08/027503,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
303,CTRI/2020/08/027467,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
304,CTRI/2020/09/027535,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>CDRI-CLINICAL2/2020 version 2 dated 4th June 2020 </td>
<td>Protocol Number </td>
</tr>, <tr>
<td>U1111-1251-8421 </td>
<td>UTN </td>
</tr>]"
305,CTRI/2020/09/027548,21/10/2020,Date Missing,Completed,Not Applicable,none yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
306,CTRI/2020/09/027616,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
307,CTRI/2020/09/027615,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,none yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>1.0 </td>
<td>Protocol Number </td>
</tr>]"
308,CTRI/2020/09/027622,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>Nil </td>
<td>NIL </td>
</tr>]"
309,CTRI/2020/09/027661,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
310,CTRI/2020/09/027674,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,Not applicable,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>BBIL/BBV152D-B/2020 Version: 3.0; Dated: 17/08/2020 </td>
<td>Protocol Number </td>
</tr>]"
311,CTRI/2020/09/027684,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
312,CTRI/2020/09/027687,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,"Satomura K, Kitamura T, Kawamura T, Shimbo T, Watanabe M, Kamei M, et al. Prevention of Upper Respiratory Tract Infections by Gargling A Randomized Trial. American Journal of Preventive Medicine. 2005 Nov;29(4):302–7. 

12.Ananthanarayan R, Paniker Jayaram CK. Ananthanarayans and Panikers textbook of microbiology.7th ed. Hyderabad: Orient Longman Private Limited; 2005. p.434","[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
313,CTRI/2020/09/027685,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>PROCLIN_COVID-005_Version 1 Dated 09 July 2020 </td>
<td>Protocol Number </td>
</tr>]"
314,CTRI/2020/09/027741,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
315,CTRI/2020/09/027775,06/12/2020,Date Missing,Completed,Not Applicable,None yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
316,CTRI/2020/09/027786,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
317,CTRI/2020/09/027817,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
318,CTRI/2020/09/027841,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>CPL/90/IMM_COVD/I/AUG/20,V1.0,29-AUG-20 </td>
<td>Protocol Number </td>
</tr>]"
319,CTRI/2020/09/027829,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Open to Recruitment,"Together with the Sponsor, the Executive Committee will be responsible for the final overall study design, including the development of the study protocol and eCRF, supervision of the study conduct and progress, development of any protocol amendments needed during the study, liaison with the IDSMC as needed, development of the SAP, interpretation of the final data and reporting (presentations at international congresses and publications in peer reviewed journals) of the study. The Executive Committee will make recommendations to Saint Luke’s Hospital of Kansas City with regard to early stopping or modifications of the study based on the information received from the IDSMC.
The Executive Committee will be comprised of the overall study PI (Chair), designated international academic leaders, and non-voting members of AstraZeneca, and will operate under an Executive Committee Charter.","[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>D1690C00081 Version 3.0 Date 20 May 2020 </td>
<td>Protocol Number </td>
</tr>]"
320,CTRI/2020/09/027842,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
321,CTRI/2020/09/027833,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>CIMED-002-2020 Version1.1, 15 Aug 2020 </td>
<td>Protocol Number </td>
</tr>, <tr>
<td>NCT04512027 </td>
<td>ClinicalTrials.gov </td>
</tr>]"
322,CTRI/2020/09/027882,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
323,CTRI/2020/09/027904,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
324,CTRI/2020/09/027903,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,None (yet),"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>0279-20, Version 2.0, Dated: 28-Aug-2020 </td>
<td>Protocol Number </td>
</tr>]"
325,CTRI/2020/09/027910,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
326,CTRI/2020/09/027914,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
327,CTRI/2020/09/027915,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
328,CTRI/2020/09/027941,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,None Yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td> ITOLI-C19-04-I-01,  Version 2.0, Dated 05-August-2020  </td>
<td>Protocol Number </td>
</tr>]"
329,CTRI/2020/09/027938,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Publication which arise directly out of this trial results,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>PLS-SF-09/2020, Version 1, dated 01st Sep 2020 </td>
<td>Protocol Number </td>
</tr>]"
330,CTRI/2020/09/027916,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
331,CTRI/2020/09/027974,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
332,CTRI/2020/09/027944,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
333,CTRI/2020/09/027975,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Interim analysis shall be done after study completion of at least 25% of participants And final analysis will be after study.results will be published in journals,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
334,CTRI/2020/09/027992,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>IIT_THY_002_20,Version 01 dated 01 July 2020 </td>
<td>Protocol Number </td>
</tr>]"
335,CTRI/2020/09/028045,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
336,CTRI/2020/09/028044,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>ARTI/WBPL/P4/2020/01 Version 1.1 dated 25 Aug 2020 </td>
<td>Protocol Number </td>
</tr>]"
337,CTRI/2020/09/028043,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
338,CTRI/2020/09/028046,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Other (Terminated),Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
339,CTRI/2020/09/028086,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
340,CTRI/2020/09/028088,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
341,CTRI/2020/09/028131,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td> Cordyceps-2001, Version 1, 20 August 2020 </td>
<td>Protocol Number </td>
</tr>]"
342,CTRI/2020/09/028122,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
343,CTRI/2020/09/028133,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,Not yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
344,CTRI/2020/09/028158,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,It is anticipated that the results of this study may be presented at scientific meetings and/or published in a peer reviewed scientific or medical journal. Current guidelines and recommendations on good publication practice will be followed,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
345,CTRI/2020/09/028164,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
346,CTRI/2020/10/028195,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
347,CTRI/2020/10/028179,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Applicable,Open to Recruitment,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
348,CTRI/2020/10/028230,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
349,CTRI/2020/10/028233,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
350,CTRI/2020/10/028231,01/12/2020,Date Missing,Completed,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>BPLS/KTJ/2020 Version 1.0 Dated 31 July 2020 </td>
<td>Protocol Number </td>
</tr>]"
351,CTRI/2020/10/028234,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,no,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
352,CTRI/2020/10/028253,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
353,CTRI/2020/10/028256,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,None,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
354,CTRI/2020/10/028250,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Not yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>ICMR/ARDS/20-21/001 ver 3 dated 25.06.2020 </td>
<td>Protocol Number </td>
</tr>]"
355,CTRI/2020/10/028280,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,None yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
356,CTRI/2020/10/028277,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>GB_THY_001_20 Version 02 dated 24 Aug 2020 </td>
<td>Protocol Number </td>
</tr>]"
357,CTRI/2020/10/028279,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
358,CTRI/2020/10/028297,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>U1111-1259-2654 </td>
<td>UTN </td>
</tr>]"
359,CTRI/2020/10/028333,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,No,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
360,CTRI/2020/10/028335,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,none yet,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>Tinefcon/01/20 Final dated 30 June 2020 </td>
<td>Protocol Number </td>
</tr>]"
361,CTRI/2020/10/028324,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
362,CTRI/2020/10/028326,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NA,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NKPROTOCOL0401 Version 01 Date: 06/05/2020 </td>
<td>Protocol Number </td>
</tr>]"
363,CTRI/2020/10/028325,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
364,CTRI/2020/10/028364,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>EPRD0202-010920_V1R1_28.09.2020 </td>
<td>Protocol Number </td>
</tr>]"
365,CTRI/2020/10/028362,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NONE YET,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>JRH/IEC/2020/COVID19/Pranayama breathing technique </td>
<td>Protocol Number </td>
</tr>]"
366,CTRI/2020/10/028376,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,"""None Yet""","[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
367,CTRI/2020/10/028414,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,Nil,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
368,CTRI/2020/10/028423,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Open to Recruitment,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>BCR-PNB-001 version 4.0 dated 02 Sep 2020 </td>
<td>Protocol Number </td>
</tr>, <tr>
<td>CT/ND/95/2020 </td>
<td>DCGI </td>
</tr>]"
369,CTRI/2020/10/028424,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
370,CTRI/2020/10/028437,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
371,CTRI/2020/10/028472,Applicable only for Completed/Terminated trials,Applicable only for Completed/Terminated trials,Not Yet Recruiting,Not Applicable,NIL,"[<tr bgcolor=""#004080"">
<td><font color=""white""><b>Secondary ID </b></font></td>
<td><font color=""white""><b>Identifier </b></font></td>
</tr>, <tr>
<td>NIL </td>
<td>NIL </td>
</tr>]"
