referenceid	username	db_id	trialid	source_register	title	web_address	trns	completion_month	is_german_covidevidence	is_german_in_germany	is_german_drks	is_german_euctr	is_searched_cutoff_2	is_searched_cutoff_3	abstract	type	control_type	placebo_plus_soc	category	intervention	intervention_plus_soc
505	ndevito	tri00757	NCT04332094	ClinicalTrials.gov	Clinical Trial of the Use of Tocilizumab for Treatment of SARS-CoV-2 Infection (COVID-19)	https://clinicaltrials.gov/show/NCT04332094	NCT04332094; EUCTR2020-001442-19	2021-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Tocilizumab	defined_soc
505	ndevito	tri00757	NCT04332094	ClinicalTrials.gov	Clinical Trial of the Use of Tocilizumab for Treatment of SARS-CoV-2 Infection (COVID-19)	https://clinicaltrials.gov/show/NCT04332094	NCT04332094; EUCTR2020-001442-19	2021-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
502	ndevito	tri05935	NCT04499677	ClinicalTrials.gov	FLARE: Favipiravir +/- Lopinavir: A RCT of Early Antivirals	https://clinicaltrials.gov/show/NCT04499677	NCT04499677; EUCTR2020-002106-68	2021-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Favipiravir;Lopinavir;Ritonavir	no
502	ndevito	tri05935	NCT04499677	ClinicalTrials.gov	FLARE: Favipiravir +/- Lopinavir: A RCT of Early Antivirals	https://clinicaltrials.gov/show/NCT04499677	NCT04499677; EUCTR2020-002106-68	2021-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Favipiravir	no
502	ndevito	tri05935	NCT04499677	ClinicalTrials.gov	FLARE: Favipiravir +/- Lopinavir: A RCT of Early Antivirals	https://clinicaltrials.gov/show/NCT04499677	NCT04499677; EUCTR2020-002106-68	2021-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir	no
502	ndevito	tri05935	NCT04499677	ClinicalTrials.gov	FLARE: Favipiravir +/- Lopinavir: A RCT of Early Antivirals	https://clinicaltrials.gov/show/NCT04499677	NCT04499677; EUCTR2020-002106-68	2021-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
456	ndevito	tri01426	NCT04346667	ClinicalTrials.gov	Post-Exposure Prophylaxis for Asymptomatic SARS-CoV-2 COVID-19 Patients With choloroquinE Compounds	https://clinicaltrials.gov/show/NCT04346667	NCT04346667	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	undefined_soc
456	ndevito	tri01426	NCT04346667	ClinicalTrials.gov	Post-Exposure Prophylaxis for Asymptomatic SARS-CoV-2 COVID-19 Patients With choloroquinE Compounds	https://clinicaltrials.gov/show/NCT04346667	NCT04346667	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	undefined_soc
456	ndevito	tri01426	NCT04346667	ClinicalTrials.gov	Post-Exposure Prophylaxis for Asymptomatic SARS-CoV-2 COVID-19 Patients With choloroquinE Compounds	https://clinicaltrials.gov/show/NCT04346667	NCT04346667	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Chloroquine	undefined_soc
456	ndevito	tri01426	NCT04346667	ClinicalTrials.gov	Post-Exposure Prophylaxis for Asymptomatic SARS-CoV-2 COVID-19 Patients With choloroquinE Compounds	https://clinicaltrials.gov/show/NCT04346667	NCT04346667	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	undefined_soc	NULL	NULL	NULL
452	ndevito	tri03303	NCT04343729	ClinicalTrials.gov	Methylprednisolone in the Treatment of Patients With Signs of Severe Acute Respiratory Syndrome in Covid-19	https://clinicaltrials.gov/show/NCT04343729	NCT04343729	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Methylprednisolone	no
452	ndevito	tri03303	NCT04343729	ClinicalTrials.gov	Methylprednisolone in the Treatment of Patients With Signs of Severe Acute Respiratory Syndrome in Covid-19	https://clinicaltrials.gov/show/NCT04343729	NCT04343729	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
451	ndevito	tri03028	NCT04331795	ClinicalTrials.gov	Tocilizumab to Prevent Clinical Decompensation in Hospitalized, Non-critically Ill Patients With COVID-19 Pneumonitis	https://clinicaltrials.gov/show/NCT04331795	NCT04331795	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Tocilizumab	no
394	ndevito	tri04826	CTRI/2020/07/026840	CTRI	A study to assess the effectiveness of Ayurvedic formulation Guduchi Ghan vati in Covid-19 cases	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45981	CTRI/2020/07/026840	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	traditional_medicine	Traditional Medicine	no
394	ndevito	tri04826	CTRI/2020/07/026840	CTRI	A study to assess the effectiveness of Ayurvedic formulation Guduchi Ghan vati in Covid-19 cases	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45981	CTRI/2020/07/026840	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
35	ndevito	tri00172	ChiCTR2000029989	ChiCTR	A randomized controlled Trial for therapeutic efficacy of Recombinant Human Interferon alpha 1b Eye Drops in the treatment of elderly with novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49720	ChiCTR2000029989	2020-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Interferon Alpha	no
35	ndevito	tri00172	ChiCTR2000029989	ChiCTR	A randomized controlled Trial for therapeutic efficacy of Recombinant Human Interferon alpha 1b Eye Drops in the treatment of elderly with novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49720	ChiCTR2000029989	2020-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
143	ndevito	tri01094	NCT04329572	ClinicalTrials.gov	Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Hospitalized Patients With Moderate to Severe COVID-19	https://clinicaltrials.gov/show/NCT04329572	NCT04329572	2020-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Azithromycin;Hydroxychloroquine	undefined_soc
569	joschwietering	tri05951	NCT04501978	ClinicalTrials.gov	ACTIV-3: Therapeutics for Inpatients With COVID-19	https://clinicaltrials.gov/show/NCT04501978	NCT04501978; EUCTR2020-003278-37; CTRI/2021/01/030830	2022-07-01	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Bamlanivimab	undefined_soc
569	joschwietering	tri05951	NCT04501978	ClinicalTrials.gov	ACTIV-3: Therapeutics for Inpatients With COVID-19	https://clinicaltrials.gov/show/NCT04501978	NCT04501978; EUCTR2020-003278-37; CTRI/2021/01/030830	2022-07-01	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Remdesivir	undefined_soc
569	joschwietering	tri05951	NCT04501978	ClinicalTrials.gov	ACTIV-3: Therapeutics for Inpatients With COVID-19	https://clinicaltrials.gov/show/NCT04501978	NCT04501978; EUCTR2020-003278-37; CTRI/2021/01/030830	2022-07-01	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Sotrovimab	undefined_soc
569	joschwietering	tri05951	NCT04501978	ClinicalTrials.gov	ACTIV-3: Therapeutics for Inpatients With COVID-19	https://clinicaltrials.gov/show/NCT04501978	NCT04501978; EUCTR2020-003278-37; CTRI/2021/01/030830	2022-07-01	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	BRII-196/BRII-198	undefined_soc
569	joschwietering	tri05951	NCT04501978	ClinicalTrials.gov	ACTIV-3: Therapeutics for Inpatients With COVID-19	https://clinicaltrials.gov/show/NCT04501978	NCT04501978; EUCTR2020-003278-37; CTRI/2021/01/030830	2022-07-01	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Lufotrelvir	undefined_soc
569	joschwietering	tri05951	NCT04501978	ClinicalTrials.gov	ACTIV-3: Therapeutics for Inpatients With COVID-19	https://clinicaltrials.gov/show/NCT04501978	NCT04501978; EUCTR2020-003278-37; CTRI/2021/01/030830	2022-07-01	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Ensovibep	undefined_soc
569	joschwietering	tri05951	NCT04501978	ClinicalTrials.gov	ACTIV-3: Therapeutics for Inpatients With COVID-19	https://clinicaltrials.gov/show/NCT04501978	NCT04501978; EUCTR2020-003278-37; CTRI/2021/01/030830	2022-07-01	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	AZD7442	undefined_soc
569	joschwietering	tri05951	NCT04501978	ClinicalTrials.gov	ACTIV-3: Therapeutics for Inpatients With COVID-19	https://clinicaltrials.gov/show/NCT04501978	NCT04501978; EUCTR2020-003278-37; CTRI/2021/01/030830	2022-07-01	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	undefined_soc	NULL	NULL	NULL
568	joschwietering	tri03542	NCT04438850	ClinicalTrials.gov	COVidIVERmectin: Ivermectin for Treatment of Covid-19	https://clinicaltrials.gov/show/NCT04438850	NCT04438850; EUCTR2020-002283-32	2021-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Ivermectin	no
568	joschwietering	tri03542	NCT04438850	ClinicalTrials.gov	COVidIVERmectin: Ivermectin for Treatment of Covid-19	https://clinicaltrials.gov/show/NCT04438850	NCT04438850; EUCTR2020-002283-32	2021-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	NULL	Ivermectin	no
568	joschwietering	tri03542	NCT04438850	ClinicalTrials.gov	COVidIVERmectin: Ivermectin for Treatment of Covid-19	https://clinicaltrials.gov/show/NCT04438850	NCT04438850; EUCTR2020-002283-32	2021-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
566	joschwietering	tri03366	NCT04372186	ClinicalTrials.gov	A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia	https://clinicaltrials.gov/show/NCT04372186	NCT04372186; PER-027-20	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Tocilizumab	undefined_soc
566	joschwietering	tri03366	NCT04372186	ClinicalTrials.gov	A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia	https://clinicaltrials.gov/show/NCT04372186	NCT04372186; PER-027-20	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	undefined_soc	NULL	NULL	NULL
564	joschwietering	tri02944	NCT04348656	ClinicalTrials.gov	CONvalescent Plasma for Hospitalized Adults With COVID-19 Respiratory Illness (CONCOR-1)	https://clinicaltrials.gov/show/NCT04348656	NCT04348656	2021-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
564	joschwietering	tri02944	NCT04348656	ClinicalTrials.gov	CONvalescent Plasma for Hospitalized Adults With COVID-19 Respiratory Illness (CONCOR-1)	https://clinicaltrials.gov/show/NCT04348656	NCT04348656	2021-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
563	joschwietering	tri00675	NCT04330586	ClinicalTrials.gov	A Trial of Ciclesonide in Adults With Mild-to-moderate COVID-19	https://clinicaltrials.gov/show/NCT04330586	NCT04330586; KCT0005105	2021-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Ciclesonide	no
563	joschwietering	tri00675	NCT04330586	ClinicalTrials.gov	A Trial of Ciclesonide in Adults With Mild-to-moderate COVID-19	https://clinicaltrials.gov/show/NCT04330586	NCT04330586; KCT0005105	2021-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
552	joschwietering	tri01922	NCT04379076	ClinicalTrials.gov	InterLeukin-7 (CYT107) to Improve Clinical Outcomes in Lymphopenic pAtients With COVID-19 Infection UK Cohort	https://clinicaltrials.gov/show/NCT04379076	NCT04379076; EUCTR2020-001786-36; ISRCTN15913068	2021-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		experimental	NULL	NULL	drug	Interleukin-7	no
552	joschwietering	tri01922	NCT04379076	ClinicalTrials.gov	InterLeukin-7 (CYT107) to Improve Clinical Outcomes in Lymphopenic pAtients With COVID-19 Infection UK Cohort	https://clinicaltrials.gov/show/NCT04379076	NCT04379076; EUCTR2020-001786-36; ISRCTN15913068	2021-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		control	placebo	no	NULL	NULL	NULL
547	joschwietering	tri03612	NCT04445272	ClinicalTrials.gov	Clinical Trial to Evaluate the Effectiveness and Safety of Tocilizumab for Treating Patients With COVID-19 Pneumonia	https://clinicaltrials.gov/show/NCT04445272	NCT04445272	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Tocilizumab	no
517	joschwietering	tri01301	NCT04359810	ClinicalTrials.gov	Plasma Therapy of COVID-19 in Severely Ill Patients	https://clinicaltrials.gov/show/NCT04359810	NCT04359810	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
517	joschwietering	tri01301	NCT04359810	ClinicalTrials.gov	Plasma Therapy of COVID-19 in Severely Ill Patients	https://clinicaltrials.gov/show/NCT04359810	NCT04359810	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	other_unknown	NULL	NULL	NULL	NULL
516	joschwietering	tri01131	NCT04354870	ClinicalTrials.gov	COVID-19 PrEP HCW HCQ Study	https://clinicaltrials.gov/show/NCT04354870	NCT04354870	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
516	joschwietering	tri01131	NCT04354870	ClinicalTrials.gov	COVID-19 PrEP HCW HCQ Study	https://clinicaltrials.gov/show/NCT04354870	NCT04354870	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	no_treatment	NULL	NULL	NULL	NULL
514	joschwietering	tri03183	EUCTR2020-001243-15	EU Clinical Trials Register	Covid-19: A randomized, open-label, adaptive, proof-of- concept clinical trial of new antiviral drug candidates against SARS-CoV-2.	https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001243-15	EUCTR2020-001243-15	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Itraconazole	no
514	joschwietering	tri03183	EUCTR2020-001243-15	EU Clinical Trials Register	Covid-19: A randomized, open-label, adaptive, proof-of- concept clinical trial of new antiviral drug candidates against SARS-CoV-2.	https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001243-15	EUCTR2020-001243-15	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
511	joschwietering	tri06277	NCT04542967	ClinicalTrials.gov	Study on the Safety and Efficacy of Convalescent Plasma in Patients With Severe COVID-19 Disease	https://clinicaltrials.gov/show/NCT04542967	NCT04542967	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	undefined_soc
511	joschwietering	tri06277	NCT04542967	ClinicalTrials.gov	Study on the Safety and Efficacy of Convalescent Plasma in Patients With Severe COVID-19 Disease	https://clinicaltrials.gov/show/NCT04542967	NCT04542967	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
509	joschwietering	tri01941	NCT04385264	ClinicalTrials.gov	#StayHome: Early Hydroxychloroquine to Reduce Secondary Hospitalisation and Household Transmission in COVID-19	https://clinicaltrials.gov/show/NCT04385264		2022-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
509	joschwietering	tri01941	NCT04385264	ClinicalTrials.gov	#StayHome: Early Hydroxychloroquine to Reduce Secondary Hospitalisation and Household Transmission in COVID-19	https://clinicaltrials.gov/show/NCT04385264		2022-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		control	placebo	no	NULL	NULL	NULL
477	joschwietering	tri03304	NCT04343976	ClinicalTrials.gov	Pegylated Interferon Lambda Treatment for COVID-19	https://clinicaltrials.gov/show/NCT04343976	NCT04343976	2021-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Interferon Lambda	no
477	joschwietering	tri03304	NCT04343976	ClinicalTrials.gov	Pegylated Interferon Lambda Treatment for COVID-19	https://clinicaltrials.gov/show/NCT04343976	NCT04343976	2021-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
475	joschwietering	tri03172	ISRCTN40302986	ISRCTN	Does ivermectin cure and/or prevent COVID-19?	http://www.isrctn.com/ISRCTN40302986	ISRCTN40302986	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Ivermectin	no
475	joschwietering	tri03172	ISRCTN40302986	ISRCTN	Does ivermectin cure and/or prevent COVID-19?	http://www.isrctn.com/ISRCTN40302986	ISRCTN40302986	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Ivermectin	no
475	joschwietering	tri03172	ISRCTN40302986	ISRCTN	Does ivermectin cure and/or prevent COVID-19?	http://www.isrctn.com/ISRCTN40302986	ISRCTN40302986	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
473	joschwietering	tri02612	NCT04411446	ClinicalTrials.gov	Cholecalciferol to Improve the Outcomes of COVID-19 Patients	https://clinicaltrials.gov/show/NCT04411446	NCT04411446	2021-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	nutritional_supplement	Vitamin D (Cholecalciferol)	no
473	joschwietering	tri02612	NCT04411446	ClinicalTrials.gov	Cholecalciferol to Improve the Outcomes of COVID-19 Patients	https://clinicaltrials.gov/show/NCT04411446	NCT04411446	2021-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
471	joschwietering	tri01887	NCT04340349	ClinicalTrials.gov	Low-dose Hydroxychloroquine and Bromhexine: a Novel Regimen for COVID-19 Prophylaxis in Healthcare Professionals	https://clinicaltrials.gov/show/NCT04340349	NCT04340349	2021-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Bromhexine;Hydroxychloroquine	no
471	joschwietering	tri01887	NCT04340349	ClinicalTrials.gov	Low-dose Hydroxychloroquine and Bromhexine: a Novel Regimen for COVID-19 Prophylaxis in Healthcare Professionals	https://clinicaltrials.gov/show/NCT04340349	NCT04340349	2021-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
469	joschwietering	tri02323	NCT04317040	ClinicalTrials.gov	CD24Fc as a Non-antiviral Immunomodulator in COVID-19 Treatment	https://clinicaltrials.gov/show/NCT04317040	NCT04317040	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	CD24Fc	no
469	joschwietering	tri02323	NCT04317040	ClinicalTrials.gov	CD24Fc as a Non-antiviral Immunomodulator in COVID-19 Treatment	https://clinicaltrials.gov/show/NCT04317040	NCT04317040	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
450	joschwietering	tri01096	NCT04330638	ClinicalTrials.gov	Treatment of COVID-19 Patients With Anti-interleukin Drugs	https://clinicaltrials.gov/show/NCT04330638	NCT04330638; EUCTR2020-001500-41	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Anakinra	no
450	joschwietering	tri01096	NCT04330638	ClinicalTrials.gov	Treatment of COVID-19 Patients With Anti-interleukin Drugs	https://clinicaltrials.gov/show/NCT04330638	NCT04330638; EUCTR2020-001500-41	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Siltuximab	no
450	joschwietering	tri01096	NCT04330638	ClinicalTrials.gov	Treatment of COVID-19 Patients With Anti-interleukin Drugs	https://clinicaltrials.gov/show/NCT04330638	NCT04330638; EUCTR2020-001500-41	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Anakinra;Siltuximab	no
450	joschwietering	tri01096	NCT04330638	ClinicalTrials.gov	Treatment of COVID-19 Patients With Anti-interleukin Drugs	https://clinicaltrials.gov/show/NCT04330638	NCT04330638; EUCTR2020-001500-41	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Tocilizumab	no
450	joschwietering	tri01096	NCT04330638	ClinicalTrials.gov	Treatment of COVID-19 Patients With Anti-interleukin Drugs	https://clinicaltrials.gov/show/NCT04330638	NCT04330638; EUCTR2020-001500-41	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Anakinra;Tocilizumab	no
450	joschwietering	tri01096	NCT04330638	ClinicalTrials.gov	Treatment of COVID-19 Patients With Anti-interleukin Drugs	https://clinicaltrials.gov/show/NCT04330638	NCT04330638; EUCTR2020-001500-41	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
446	joschwietering	tri01123	NCT04351724	ClinicalTrials.gov	Austrian CoronaVirus Adaptive Clinical Trial (COVID-19)	https://clinicaltrials.gov/show/NCT04351724	NCT04351724; EUCTR2020-001302-30	2021-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		experimental	NULL	NULL	drug	Chloroquine;Hydroxychloroquine	no
446	joschwietering	tri01123	NCT04351724	ClinicalTrials.gov	Austrian CoronaVirus Adaptive Clinical Trial (COVID-19)	https://clinicaltrials.gov/show/NCT04351724	NCT04351724; EUCTR2020-001302-30	2021-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir	no
