index,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,cross_registrations
85,ChiCTR2000029839,ChiCTR,2020-02-15,2020-02-10,True,Ningbo First Hospital,Recruiting,Not Applicable,Observational,China,"An observational study on the clinical characteristics, treatment and outcome of novel coronavirus pneumonia (COVID-19)",Clinical Presentation,No Intervention,No Intervention,100,http://www.chictr.org.cn/showproj.aspx?proj=49439,None
86,ChiCTR2000029821,ChiCTR,2020-02-14,2020-02-14,False,Deyang Integrated Traditional Chinese and Western Medicine Hospital,Not Recruiting,Not Applicable,Prevention,China,Based on Delphi Method to Preliminarily Construct a Recommended Protocol for the Prevention of Novel Coronavirus Pneumonia (COVID-19) in Deyang Area by Using Chinese Medicine Technology and its Clinical Application Evaluation,Traditional Medicine (Unspecified),Traditional Medicine,Traditional Medicine,400,http://www.chictr.org.cn/showproj.aspx?proj=49306,None
87,ChiCTR2000029819,ChiCTR,2020-02-14,2020-02-11,True,"Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University",Recruiting,Phase 4,Interventional,China,Ba-Bao-Dan in the adjuvant therapy of novel coronavirus pneumonia (COVID-19) patients,Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,80,http://www.chictr.org.cn/showproj.aspx?proj=49490,None
88,ChiCTR2000029815,ChiCTR,2020-02-14,2020-02-01,True,Guangdong Provincial Hospital of Chinese Medicine,Recruiting,Not Applicable,Observational,China,Psychological survey of frontline medical staff in various regions of China during the epidemic of novel coronavirus pneumonia (COVID-19),Other (psych),No Intervention,No Intervention,800,http://www.chictr.org.cn/showproj.aspx?proj=49346,None
89,ChiCTR2000029814,ChiCTR,2020-02-14,2020-02-14,False,Children's Hospital of Fudan University,Recruiting,Not Applicable,Interventional,China,Clinical Trial for Integrated Chinese and Western Medicine in the Treatment of Children with Novel Coronavirus Pneumonia (COVID-19),Traditional Medicine + Western Medicine,Traditional Medicine,Traditional Medicine,30,http://www.chictr.org.cn/showproj.aspx?proj=49387,None
90,ChiCTR2000029813,ChiCTR,2020-02-14,2020-02-14,False,Shanghai Public Health Clinical Center,Recruiting,Not Applicable,Interventional,China,Clinical Trial for Tanreqing Capsules in the Treatment of Novel Coronavirus Pneumonia (COVID-19),Traditional Medicine (Other),Traditional Medicine,Traditional Medicine,72,http://www.chictr.org.cn/showproj.aspx?proj=49425,None
91,ChiCTR2000029811,ChiCTR,2020-02-14,2020-02-20,False,"Guangzhou reborn health management consultation co., LTD",Not Recruiting,Not Applicable,Interventional,No Country Given,Clinical Study for Anti-aging Active Freeze-dried Powder Granules in the Treatment of Acute Novel Coronavirus Pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,60,http://www.chictr.org.cn/showproj.aspx?proj=49355,None
92,ChiCTR2000029810,ChiCTR,2020-02-14,2020-02-16,False,Shenzhen Second People's Hospital,Recruiting,Not Applicable,Diagnostic test,China,Clinical study of a novel high sensitivity nucleic acid assay for novel coronavirus pneumonia (COVID-19) based on CRISPR-cas protein,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,10000,http://www.chictr.org.cn/showproj.aspx?proj=49407,None
93,ChiCTR2000029806,ChiCTR,2020-02-14,2020-02-12,True,Wuhan Jinyintan Hospital (Wuhan Infectious Diseases Hospital),Recruiting,Not Applicable,Interventional,China,Immunomodulatory Therapy for Severe Novel Coronavirus Pneumonia (COVID-19),Drug,PD1 vs. thymosin,PD1; Thymosin,120,http://www.chictr.org.cn/showproj.aspx?proj=49161,None
94,ChiCTR2000029805,ChiCTR,2020-02-14,2020-02-12,True,Wuhan Jinyintan Hospital (Wuhan Infectious Diseases Hospital),Recruiting,Not Applicable,Observational,China,Analysis of clinical characteristics of severe novel coronavirus pneumonia (COVID-19),Clinical Presentation,No Intervention,No Intervention,100,http://www.chictr.org.cn/showproj.aspx?proj=49188,None
95,ChiCTR2000029804,ChiCTR,2020-02-14,2020-02-12,True,Wuhan Jinyintan Hospital (Wuhan Infectious Diseases Hospital),Recruiting,Not Applicable,Prognosis,China,Clinical Application of ECMO in the Treatment of Patients with Very Serious Respiratory Failure due to novel Coronavirus Pneumonia (COVID-19),Drug,Oxygen,Oxygen,100,http://www.chictr.org.cn/showproj.aspx?proj=49178,None
96,ChiCTR2000029790,ChiCTR,2020-02-13,2020-02-17,False,Shanghai Pulmonary Hospital,Recruiting,Not Applicable,Interventional,China,Clinical study for the integration of traditional Chinese and western medicine in the treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine + Western Medicine,Traditional Medicine,Traditional Medicine,120,http://www.chictr.org.cn/showproj.aspx?proj=49453,None
97,ChiCTR2000029789,ChiCTR,2020-02-13,2020-02-15,False,The First Affiliated Hospital of He'nan University of Chinese Medicine,Recruiting,Not Applicable,Interventional,China,Randomized controlled trial for TCM syndrome differentiation treatment impacting quality of life of post-discharge patients with novel coronavirus pneumonia (COVID-19),Traditional Medicine (Other),Traditional Medicine,Traditional Medicine,100,http://www.chictr.org.cn/showproj.aspx?proj=49348,None
98,ChiCTR2000029788,ChiCTR,2020-02-13,2020-03-01,False,Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine,Not Recruiting,Not Applicable,Interventional,China,Traditional Chinese medicine cooperative therapy for patients with novel coronavirus pneumonia (COVID-19): a randomized controlled trial,Traditional Medicine (Unspecified),Traditional Medicine,Traditional Medicine,60,http://www.chictr.org.cn/showproj.aspx?proj=49452,None
99,ChiCTR2000029782,ChiCTR,2020-02-13,2020-01-30,True,Zhejiang Provincial People's Hospital,Not Recruiting,Not Applicable,Observational,China,Clinical study for the changes in mental state of medical staff in the department of radiotherapy in a comprehensive tertiary hospital in Zhejiang Province during the epidemic of novel coronavirus infection (COVID-19),Other (psych),No Intervention,No Intervention,27,http://www.chictr.org.cn/showproj.aspx?proj=49445,None
100,ChiCTR2000029779,ChiCTR,2020-02-13,2020-02-14,False,Wuxi People's Hospital,Recruiting,Not Applicable,Diagnostic test,China,Study for the key issues of the diagnosis and treatment of novel coronavirus pneumonia (COVID-19) based on the medical imaging,Clinical Presentation,No Intervention,No Intervention,0,http://www.chictr.org.cn/showproj.aspx?proj=49378,None
101,ChiCTR2000029778,ChiCTR,2020-02-13,2020-02-14,False,Shanghai University of Traditional Chinese Medicine,Recruiting,Not Applicable,Interventional,China,Clinical Study for Traditional Chinese Medicine Combined With Western Medicine in Treatment of Novel Coronavirus Pneumonia (COVID-19),Traditional Medicine + Western Medicine,Traditional Medicine,Traditional Medicine,600,http://www.chictr.org.cn/showproj.aspx?proj=49422,None
102,ChiCTR2000029777,ChiCTR,2020-02-13,2020-02-05,True,Huangshi Hospital of Traditional Chinese Medicine,Recruiting,Not Applicable,Interventional,China,"A multicenter, randomized, controlled trial for integrated chinese and western medicine in the treatment of novel coronavirus pneumonia (COVID-19) based on the 'Truncated Torsion' strategy",Traditional Medicine + Western Medicine,Traditional Medicine,Traditional Medicine,160,http://www.chictr.org.cn/showproj.aspx?proj=49380,None
103,ChiCTR2000029776,ChiCTR,2020-02-13,2020-02-11,True,The First Affiliated Hospital of Wenzhou Medical University,Recruiting,Phase 4,Interventional,China,"A randomized, open-label, blank-controlled, multicenter trial for Polyinosinic-Polycytidylic Acid Injection in the treatment of novel coronavirus pneumonia (COVID-19)",Drug,Polyinosinic-polycytidylic acid,Polyinosinic-polycytidylic acid,40,http://www.chictr.org.cn/showproj.aspx?proj=49342,None
104,ChiCTR2000029769,ChiCTR,2020-02-13,2020-02-15,False,Enze Hospital of Taizhou Enze Medical Center (Group),Not Recruiting,Not Applicable,Interventional,China,Babaodan Capsule used for the adjuvant treatment of severe novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,40,http://www.chictr.org.cn/showproj.aspx?proj=49415,None
105,ChiCTR2000029768,ChiCTR,2020-02-13,2020-02-12,True,Zhongnan Hospital of Wuhan University,Recruiting,Not Applicable,Interventional,China,"A randomized, open, controlled trial for diammonium glycyrrhizinate enteric-coated capsules combined with vitamin C tablets in the treatment of common novel coronavirus pneumonia (COVID-19) in the basic of clinical standard antiviral treatment to evaluate the safety and efficiency",Drug,Diammonium glycyrrhizinate + Vitamin C,Diammonium glycyrrhizinate; Vitamin C,60,http://www.chictr.org.cn/showproj.aspx?proj=49131,None
106,ChiCTR2000029765,ChiCTR,2020-02-13,2020-02-10,True,The First Affiliated Hospital of University of Science and Technology of China (Anhui Provincial Hospital),Recruiting,Phase 4,Interventional,China,"A multicenter, randomized controlled trial for the efficacy and safety of tocilizumab in the treatment of new coronavirus pneumonia (COVID-19)",Drug,Tocilizumab,Tocilizumab,188,http://www.chictr.org.cn/showproj.aspx?proj=49409,None
107,ChiCTR2000029764,ChiCTR,2020-02-13,2020-02-16,False,West China Hospital of Sichuan University,Not Recruiting,Not Applicable,Observational,China,Imaging Features and Mechanisms of Novel Coronavirus Pneumonia (COVID-19): a Multicenter Study,Clinical Presentation,No Intervention,No Intervention,100,http://www.chictr.org.cn/showproj.aspx?proj=49388,None
108,ChiCTR2000029763,ChiCTR,2020-02-12,2020-02-13,False,China Academy of Chinese Medical Sciences; Zhongnan Hospital of Wuhan University,Recruiting,Not Applicable,Interventional,China,"The efficacy of traditional chinese medicine on Novel Coronavirus Pneumonia (COVID-19) patients treated in square cabin hospital: a prospective, randomized controlled trial",Traditional Medicine (Unspecified),Traditional Medicine,Traditional Medicine,408,http://www.chictr.org.cn/showproj.aspx?proj=49408,None
109,ChiCTR2000029758,ChiCTR,2020-02-12,2020-02-03,True,West China Hospital of Sichuan University,Recruiting,Not Applicable,Observational,China,Cohort Study of Novel Coronavirus Pneumonia (COVID-19) Critical Ill Patients,Clinical Presentation,No Intervention,No Intervention,100,http://www.chictr.org.cn/showproj.aspx?proj=49295,None
110,ChiCTR2000029756,ChiCTR,2020-02-12,2020-02-15,False,Renmin Hospital of Wuhan University,Recruiting,Not Applicable,Interventional,China,Clinical study of nebulized Xiyanping injection in the treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,238,http://www.chictr.org.cn/showproj.aspx?proj=49222,None
111,ChiCTR2000029754,ChiCTR,2020-02-12,2020-02-10,True,West China Hospital of Sichuan University,Recruiting,Not Applicable,Observational,China,Study for the Effect of Novel Coronavirus Pneumonia (COVID-19) on the Health of Different People,Clinical Presentation,No Intervention,No Intervention,1500,http://www.chictr.org.cn/showproj.aspx?proj=49370,None
112,ChiCTR2000029751,ChiCTR,2020-02-12,2020-02-01,True,The First Affiliated Hospital of Zhejiang University of Traditional Chinese Medicine,Recruiting,Not Applicable,Observational,China,Clinical Study for Traditional Chinese Medicine in the Prevention and Treatment of Novel Coronavirus Pneumonia (COVID-19),Traditional Medicine (Unspecified),Traditional Medicine,Traditional Medicine,350,http://www.chictr.org.cn/showproj.aspx?proj=49354,None
113,ChiCTR2000029747,ChiCTR,2020-02-11,2020-02-11,False,The First Affiliated Hospital of Anhui University of Traditional Chinese Medicine,Recruiting,Not Applicable,Interventional,China,Effect evaluation and prognosis of Chinese medicine based on Novel Coronavirus Pneumonia (COVID-19),Prognosis,No Intervention,No Intervention,200,http://www.chictr.org.cn/showproj.aspx?proj=49287,None
114,ChiCTR2000029742,ChiCTR,2020-02-11,2020-02-10,True,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Phase 4,Interventional,China,"A randomized, parallel controlled trial for the efficacy and safety of Sodium Aescinate Injection in the treatment of patients with pneumonia (COVID-19)",Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,90,http://www.chictr.org.cn/showproj.aspx?proj=49297,None
115,ChiCTR2000029741,ChiCTR,2020-02-11,2020-02-12,False,The Fifth Affiliated Hospital of Sun Yat-Sen University,Recruiting,Phase 4,Interventional,China,"Efficacy of Chloroquine and Lopinavir/ Ritonavir in mild/general novel coronavirus (CoVID-19) infections: a prospective, open-label, multicenter randomized controlled clinical study",Drug,Lopinavir/ritonavir vs. chloroquine,Lopinavir/ritonavir; Chloroquine,112,http://www.chictr.org.cn/showproj.aspx?proj=49263,None
116,ChiCTR2000029739,ChiCTR,2020-02-11,2020-02-12,False,The First Affiliated Hospital of Guangzhou Medical University,Recruiting,Not Applicable,Interventional,China,"A Multicenter, Randomized, Parallel Controlled Clinical Study of Hydrogen-Oxygen Nebulizer to Improve the Symptoms of Patients With Novel Coronavirus Pneumonia (COVID-19)",Drug,Hydrogen + Oxygen vs Oxygen,Hydrogen; Oxygen,440,http://www.chictr.org.cn/showproj.aspx?proj=49283,None
117,ChiCTR2000029735,ChiCTR,2020-02-10,2020-01-26,True,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Observational,China,Risks of Death and Severe cases in Patients with 2019 Novel Coronavirus Pneumonia (COVID-19),Prognosis,No Intervention,No Intervention,500,http://www.chictr.org.cn/showproj.aspx?proj=49279,None
118,ChiCTR2000029734,ChiCTR,2020-02-10,2020-02-08,True,The First People's Hospital of Huaihua,Recruiting,Not Applicable,Observational,China,Epidemiological investigation and clinical characteristics analysis of novel coronavirus pneumonia (COVID-19),Clinical Presentation (Epidemiology),No Intervention,No Intervention,40,http://www.chictr.org.cn/showproj.aspx?proj=48868,None
119,ChiCTR2000029732,ChiCTR,2020-02-10,2020-02-10,False,West China Hospital of Sichuan University,Not Recruiting,Not Applicable,Observational,China,Impact of vitamin D deficiency on prognosis of patients with novel coronavirus pneumonia (COVID-19),Prognosis,No Intervention,No Intervention,156,http://www.chictr.org.cn/showproj.aspx?proj=49302,None
120,ChiCTR2000029695,ChiCTR,2020-02-10,2020-03-01,False,Shenzhen Third People's Hospital,Not Recruiting,Not Applicable,Diagnostic test,China,Early Detection of Novel Coronavirus Pneumonia (COVID-19) Based on a Novel High-Throughput Mass Spectrometry Analysis With Exhaled Breath,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,300,http://www.chictr.org.cn/showproj.aspx?proj=49219,None
121,ChiCTR2000029656,ChiCTR,2020-02-09,2020-02-14,False,Wuhan Pulmonary Hosptial,Not Recruiting,Not Applicable,Interventional,China,"A randomized, open-label study to evaluate the efficacy and safety of low-dose corticosteroids in hospitalized patients with novel coronavirus pneumonia (COVID-19)",Drug,Corticosteroids,Methylprednisolone,100,http://www.chictr.org.cn/showproj.aspx?proj=49086,None
122,ChiCTR2000029639,ChiCTR,2020-02-08,2020-02-10,False,The Fifth Affiliated Hospital of Sun Yat-Sen University,Recruiting,Not Applicable,Interventional,China,"Study for Mental health and psychological status of doctors, nurses and patients in novel coronavirus pneumonia (COVID-19) designated hospital and effect of interventions",Other (psych),No Intervention,No Intervention,192,http://www.chictr.org.cn/showproj.aspx?proj=49187,None
123,ChiCTR2000029637,ChiCTR,2020-02-08,2020-02-07,True,Guangdong Provincial Hospital of Chinese Medicine,Not Recruiting,Not Applicable,Observational,China,An observational study for Xin-Guan-1 formula  in the treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,100,http://www.chictr.org.cn/showproj.aspx?proj=49127,None
124,ChiCTR2000029636,ChiCTR,2020-02-08,2020-02-09,False,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Interventional,China,Efficacy and safety of aerosol inhalation of vMIP in the treatment of novel coronavirus pneumonia (COVID-19): a single arm clinical trial,ATMP,Vaccine,Vaccine,40,http://www.chictr.org.cn/showproj.aspx?proj=49215,None
