,index,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,cross_registrations
65,162,ChiCTR2000029418,ChiCTR,2020-01-30,2020-02-03,False,Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine,Recruiting,Not Applicable,Interventional,China,Chinese Herbal medicine for Severe nevel coronavirus pneumonia (COVID-19): a Randomized Controlled Trial,Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,42,http://www.chictr.org.cn/showproj.aspx?proj=48886,None
66,163,ChiCTR2000029400,ChiCTR,2020-01-29,2020-01-29,False,China Academy of Chinese Medical Sciences,Recruiting,Not Applicable,Interventional,China,Clinical Controlled Trial for Traditional Chinese Medicine in the treatment of Novel Coronavirus Pneumonia (COVID-19),Traditional Medicine (Unspecified),Traditional Medicine,Traditional Medicine,60,http://www.chictr.org.cn/showproj.aspx?proj=48824,None
67,164,ChiCTR2000029381,ChiCTR,2020-01-27,2020-01-24,True,The First Affiliated Hospital of Guangzhou Medical University,Not Recruiting,Phase 4,Interventional,China,A prospective comparative study for Xue-Bi-Jing injection in the treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,400,http://www.chictr.org.cn/showproj.aspx?proj=48768,None
68,166,IRCT20190809044488N1,IRCT,2020-01-13,2019-09-07,True,Boushehr University of Medical Sciences,Recruiting,Phase 3,Interventional,Iran,"Effects of using Forced Hot air system on physiological parameters, waking time and arterial blood gases in patients undergoing coronary artery bypass grafting surgery",Not relevant,Not relevant,Not relevant,102,http://en.irct.ir/trial/41571,None
69,167,ChiCTR2000030188,ChiCTR,2020-02-24,2020-02-15,True,Guangdong Provincial Hospital of Chinese Medicine - Zhuhai Hospital,Recruiting,Not Applicable,Interventional,China,Clinical Study on Syndrome Differentiation of TCM in Treating Severe and Critical novel coronavirus pneumonia (COVID-19),Traditional Medicine (Unspecified),Traditional Medicine,Traditional Medicine,120,http://www.chictr.org.cn/showproj.aspx?proj=50025,None
70,169,ChiCTR2000030179,ChiCTR,2020-02-24,2020-02-24,False,The First Affiliated Hospital of Nanchang University,Recruiting,Not Applicable,Interventional,China,Experimental study of novel coronavirus pneumonia rehabilitation plasma therapy severe novel coronavirus pneumonia (COVID-19),ATMP,Plasma,Plasma,100,http://www.chictr.org.cn/showproj.aspx?proj=50059,None
71,170,ChiCTR2000030173,ChiCTR,2020-02-24,2020-02-17,True,"Hunan yuanpin Cell Biotechnology Co., Ltd",Not Recruiting,Not Applicable,Interventional,China,Key techniques of umbilical cord mesenchymal stem cells for the treatment of novel coronavirus pneumonia (COVID-19) and clinical application demonstration,ATMP,Cells (mesenchymal),Cells (mesenchymal),60,http://www.chictr.org.cn/showproj.aspx?proj=49229,None
72,171,ChiCTR2000030170,ChiCTR,2020-02-24,2020-02-15,True,Shanghai Public Health Clinical Center,Recruiting,Not Applicable,Interventional,China,Study for safety and efficacy of Jakotinib hydrochloride tablets in the treatment severe and acute exacerbation patients of novel coronavirus pneumonia (COVID-19),Drug,Jakotinib,Jakotinib,16,http://www.chictr.org.cn/showproj.aspx?proj=50017,None
73,172,ChiCTR2000030167,ChiCTR,2020-02-24,2020-03-02,False,Renmin Hospital of Wuhan University,Not Recruiting,Not Applicable,Interventional,China,Clinical Trial for Recombinant Human Interleukin-2 in the Treatment of Novel Coronavirus Pneumonia (COVID-19),Drug,Interleukin-2,Interleukin-2,80,http://www.chictr.org.cn/showproj.aspx?proj=49567,None
74,173,ChiCTR2000030166,ChiCTR,2020-02-24,2020-02-25,False,The Fifth Medical Center of PLA General Hospital,Not Recruiting,Not Applicable,Interventional,China,"Randomized, parallel control, open trial for Qing-Wen Bai-Du-Yin combined with antiviral therapy in the treatment of novel coronavirus pneumonia (COVID-19)",Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,20,http://www.chictr.org.cn/showproj.aspx?proj=49696,None
75,174,ChiCTR2000030165,ChiCTR,2020-02-24,2020-02-24,False,Tianjin University,Recruiting,Not Applicable,Interventional,China,Clinical study for ozonated autohemotherapy in the treatment of Novel Coronavirus Pneumonia (COVID-19),Drug,Ozone,Ozone,60,http://www.chictr.org.cn/showproj.aspx?proj=49947,None
76,176,ChiCTR2000030138,ChiCTR,2020-02-24,2020-02-24,False,Chinese PLA General Hospital,Not Recruiting,Phase 2,Interventional,China,Clinical Trial for Human Mesenchymal Stem Cells in the Treatment of Severe Novel Coronavirus Pneumonia (COVID-19),ATMP,Cells (mesenchymal),Cells (mesenchymal),60,http://www.chictr.org.cn/showproj.aspx?proj=50004,None
77,178,ChiCTR2000030136,ChiCTR,2020-02-24,2020-02-24,False,The Second Affiliated Hospital of Xi'an Jiaotong University,Not Recruiting,Not Applicable,Interventional,China,Humanistic Care in Patients With Novel Coronavirus Pneumonia (COVID-19),Other,Humanistic Care,Humanistic Care,130,http://www.chictr.org.cn/showproj.aspx?proj=50005,None
78,179,ChiCTR2000030118,ChiCTR,2020-02-23,2020-02-24,False,Shenzhen National Medicine Inheritance Medical Research Institute co. LTD,Not Recruiting,Not Applicable,Interventional,China,A clinical study for ''Huo-Shen'' particles in the treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,120,http://www.chictr.org.cn/showproj.aspx?proj=49594,None
79,180,ChiCTR2000030117,ChiCTR,2020-02-23,2020-02-15,True,Shanghai Public Health Clinical Center,Recruiting,Phase 4,Interventional,China,"A multicenter, randomized, open, parallel controlled trial for the evaluation of the effectiveness and safety of Xiyanping injection in the treatment of common type novel coronavirus pneumonia (COVID-19)",Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,348,http://www.chictr.org.cn/showproj.aspx?proj=49762,None
80,181,ChiCTR2000030116,ChiCTR,2020-02-23,2020-02-01,True,The First Affiliated Hospital of Nanchang University,Recruiting,Not Applicable,Interventional,China,Safety and effectiveness of human umbilical cord mesenchymal stem cells in the treatment of acute respiratory distress syndrome of severe novel coronavirus pneumonia (COVID-19),ATMP,Cells (mesenchymal),Cells (mesenchymal),16,http://www.chictr.org.cn/showproj.aspx?proj=49901,None
81,183,ChiCTR2000030113,ChiCTR,2020-02-23,2020-02-22,True,The Third People's Hospital of Shenzhen,Recruiting,Not Applicable,Interventional,No Country Given,Randomized controlled trial for safety and efficacy of Favipiravir in the treatment of novel coronavirus pneumonia (COVID-19) with poorly responsive ritonavir/ritonavir,Drug,Favipiravir vs. ritonavir,Favipiravir,30,http://www.chictr.org.cn/showproj.aspx?proj=49988,None
82,184,ChiCTR2000030102,ChiCTR,2020-02-23,2020-02-24,False,Tianjin Huanhu Hospital,Recruiting,Not Applicable,Interventional,China,A multicenter randomized controlled trial for ozone autohemotherapy in the treatment of novel coronavirus pneumonia (COVID-19),Drug,Ozone,Ozone,180,http://www.chictr.org.cn/showproj.aspx?proj=49747,None
83,187,ChiCTR2000030093,ChiCTR,2020-02-23,2020-03-01,False,The Second Hospital of Shanxi Medical University,Not Recruiting,Not Applicable,Interventional,China,Study for application of simplified cognitive-behavioral therapy for related emergency psychological stress reaction of medical providers working in the position of treatment and control of novel coronavirus pneumonia (COVID-19),Other (psych),Psychological,Psychological,60,http://www.chictr.org.cn/showproj.aspx?proj=49932,None
84,189,ChiCTR2000030090,ChiCTR,2020-02-22,2020-02-22,False,West China Hospital of Sichuan University,Not Recruiting,Not Applicable,Interventional,China,A Prospective Randomized Controlled Trial for Home Exercise Prescription Intervention During Epidemic of Novel Coronary Pneumonia (COVID-19) in College Students,Other (exercise),Exercise,Exercise,400,http://www.chictr.org.cn/showproj.aspx?proj=49910,None
85,190,ChiCTR2000030089,ChiCTR,2020-02-22,2020-02-28,False,Shanghai Changzheng Hospital,Not Recruiting,Phase 4,Interventional,China,A clinical study for the efficacy and safety of Adalimumab Injection in the treatment of patients with severe novel coronavirus pneumonia (COVID-19),Drug,Adalimumab,Adalimumab,60,http://www.chictr.org.cn/showproj.aspx?proj=49889,None
86,191,ChiCTR2000030088,ChiCTR,2020-02-22,2020-03-01,False,The Sixth Medical Center of PLA General Hospital,Not Recruiting,Not Applicable,Interventional,China,Umbilical cord Wharton's Jelly derived mesenchymal stem cells in the treatment of severe novel coronavirus pneumonia (COVID-19),ATMP,Cells (mesenchymal),Cells (mesenchymal),40,http://www.chictr.org.cn/showproj.aspx?proj=49902,None
87,194,ChiCTR2000030084,ChiCTR,2020-02-22,2020-02-24,False,The First Hospital of Shanxi Medical University,Recruiting,Not Applicable,Interventional,China,A multicenter study for efficacy of intelligent psychosomatic adjustment system intervention in the treatment of novel coronavirus pneumonia (COVID-19) patients with mild to moderate anxiety and depression,Other (psych),Psychological,Psychological,180,http://www.chictr.org.cn/showproj.aspx?proj=49952,None
88,195,ChiCTR2000030058,ChiCTR,2020-02-22,2020-03-10,False,Renmin Hospital of Wuhan University,Not Recruiting,Phase 3,Interventional,China,"A multicenter, randomized, double-blind, controlled clinical trial for leflunomide in the treatment of novel coronavirus pneumonia (COVID-19)",Drug,Leflunomide,Leflunomide,200,http://www.chictr.org.cn/showproj.aspx?proj=49831,None
89,197,ChiCTR2000030054,ChiCTR,2020-02-22,2020-02-22,False,Zhongshan Hospital Affiliated to Xiamen University,Not Recruiting,Not Applicable,Interventional,China,"A prospective, open label, randomized, control trial for chloroquine or hydroxychloroquine in patients with mild and common novel coronavirus pulmonary (COVIP-19)",Drug,Chloroquine + Hydroxychloroquine,Chloroquine; Hydroxychloroquine,100,http://www.chictr.org.cn/showproj.aspx?proj=49869,None
90,198,ChiCTR2000030046,ChiCTR,2020-02-21,2020-02-07,True,"The First People's Hospital of Jiangxia District, Wuhan (Union Jiangnan Hospital)",Recruiting,Not Applicable,Interventional,China,A single arm trial to evaluate the efficacy and safety of anti-2019-nCoV inactivated convalescent plasma in the treatment of novel coronavirus pneumonia patient (COVID-19),ATMP,Plasma,Plasma,10,http://www.chictr.org.cn/showproj.aspx?proj=49861,None
91,199,ChiCTR2000030043,ChiCTR,2020-02-21,2020-02-21,False,Peking University Third Hospital,Not Recruiting,Phase 4,Interventional,China,"Shen-Fu injection in the treatment of severe novel coronavirus pneumonia (COVID-19): a multicenter, randomized, open-label, controlled trial",Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,300,http://www.chictr.org.cn/showproj.aspx?proj=49866,None
92,200,ChiCTR2000030041,ChiCTR,2020-02-21,2020-02-25,False,Zhongnan Hospital of Wuhan University,Not Recruiting,Not Applicable,Interventional,China,"A single-arm, single-center clinical trial for Azivudine tablets in the treatment of adult novel coronavirus pneumonia (COVID-19)",Drug,Azvudine,Azvudine,40,http://www.chictr.org.cn/showproj.aspx?proj=49891,None
93,201,ChiCTR2000030039,ChiCTR,2020-02-21,2020-05-31,False,Affiliated Hospital of Xuzhou Medical University,Recruiting,Not Applicable,Interventional,China,Clinical study for infusing convalescent plasma to treat patients with new coronavirus pneumonia (COVID-19),ATMP,Plasma,Plasma,90,http://www.chictr.org.cn/showproj.aspx?proj=49544,None
94,202,ChiCTR2000030034,ChiCTR,2020-02-21,2020-02-07,True,Tongde Hospital of Zhejiang Province,Recruiting,Not Applicable,Interventional,China,"Traditional Chinese Medicine in the treatment of novel coronavirus pneumonia (COVID-19): a multicentre, randomized controlled trial",Traditional Medicine (Unspecified),Traditional Medicine,Traditional Medicine,132,http://www.chictr.org.cn/showproj.aspx?proj=49647,None
95,203,ChiCTR2000030033,ChiCTR,2020-02-21,2020-02-24,False,The First Affiliated Hospital of Guangzhou Medical University,Not Recruiting,Not Applicable,Interventional,China,A study for the intervention of Xiangxue antiviral oral solution and Wu-Zhi-Fang-Guan-Fang on close contacts of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,828,http://www.chictr.org.cn/showproj.aspx?proj=49703,None
96,206,ChiCTR2000030029,ChiCTR,2020-02-21,2020-02-20,True,The First Affiliated Hospital of Zhejiang University School of Medicine,Not Recruiting,Not Applicable,Interventional,China,A multi-center study on the efficacy and safety of suramin sodium in adult patients with novel coronavirus pneumonia (COVID-19),Drug,Suramin,Suramin,20,http://www.chictr.org.cn/showproj.aspx?proj=49824,None
97,207,ChiCTR2000030027,ChiCTR,2020-02-20,2020-02-20,False,Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine,Recruiting,Not Applicable,Interventional,China,Traditional Chinese medicine cooperative therapy for patients with Novel coronavirus pneumonia (COVID-19) and its effect on spermatogenesis: a randomized controlled trial,Traditional Medicine (Unspecified),Traditional Medicine,Traditional Medicine,60,http://www.chictr.org.cn/showproj.aspx?proj=49852,None
98,209,ChiCTR2000030020,ChiCTR,2020-02-20,2020-02-06,True,"Second Hospital of University of South China, Hengyang",Recruiting,Not Applicable,Interventional,China,The clinical application and basic research related to mesenchymal stem cells to treat novel coronavirus pneumonia (COVID-19),ATMP,Cells (mesenchymal),Cells (mesenchymal),20,http://www.chictr.org.cn/showproj.aspx?proj=49812,None
99,212,ChiCTR2000030016,ChiCTR,2020-02-19,2020-02-04,True,Guangxi Medical University,Recruiting,Phase 4,Interventional,China,Basic and clinical study of inhalation of inactivated mycobacterium vaccine in the treatment of Novel coronavirus pneumonia (COVID-19),ATMP,Vaccine,Vaccine,60,http://www.chictr.org.cn/showproj.aspx?proj=49799,None
100,214,ChiCTR2000030012,ChiCTR,2020-02-19,2020-02-19,False,"The First People's Hospital of Chenzhou, Institute of Translational Medicine,University of South China",Not Recruiting,Not Applicable,Interventional,China,Development of anti-2019-nCoV therapeutic antibody from the recovered novel coronavirus pneumonia patients (COVID-19),ATMP,Antibody,Antibody,20,http://www.chictr.org.cn/showproj.aspx?proj=49718,None
101,215,ChiCTR2000030010,ChiCTR,2020-02-19,2020-02-19,False,Wuhan Jinyintan Hospital (Wuhan Infectious Diseases Hospital),Not Recruiting,Not Applicable,Interventional,China,"A randomized, double-blind, parallel-controlled, trial to evaluate the efficacy and safety of anti-SARS-CoV-2 virus inactivated plasma in the treatment of severe novel coronavirus pneumonia patients (COVID-19)",ATMP,Plasma,Plasma,100,http://www.chictr.org.cn/showproj.aspx?proj=49777,None
102,217,ChiCTR2000030007,ChiCTR,2020-02-19,2020-02-03,True,The First Affiliated Hospital of Guangzhou Medical University,Not Recruiting,Not Applicable,Interventional,China,Multicenter randomized controlled trial for rhG-CSF in the treatment of novel coronavirus pneumonia (COVID-19),Drug,G-CSF,G-CSF,200,http://www.chictr.org.cn/showproj.aspx?proj=49619,None
103,218,ChiCTR2000030006,ChiCTR,2020-02-19,2020-02-19,False,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Interventional,China,A randomized controlled trial for the efficacy of ozonated autohemotherapy in the treatment of Novel Coronavirus Pneumonia (COVID-19),Drug,Ozone,Ozone,60,http://www.chictr.org.cn/showproj.aspx?proj=49737,None
