,trialid,source_register,date_registration,date_enrollement,retrospective_registration,recruitment_status,phase,study_type,countries,public_title,target_enrollment,web_address
96,ChiCTR2000030029,ChiCTR,2020-02-21,2020-02-20,True,Not Recruiting,Not Applicable,Interventional,China,A multi-center study on the efficacy and safety of suramin sodium in adult patients with novel coronavirus pneumonia (COVID-19),20,http://www.chictr.org.cn/showproj.aspx?proj=49824
97,ChiCTR2000030027,ChiCTR,2020-02-20,2020-02-20,False,Recruiting,Not Applicable,Interventional,China,Traditional Chinese medicine cooperative therapy for patients with Novel coronavirus pneumonia (COVID-19) and its effect on spermatogenesis: a randomized controlled trial,60,http://www.chictr.org.cn/showproj.aspx?proj=49852
98,ChiCTR2000030020,ChiCTR,2020-02-20,2020-02-06,True,Recruiting,Not Applicable,Interventional,China,The clinical application and basic research related to mesenchymal stem cells to treat novel coronavirus pneumonia (COVID-19),20,http://www.chictr.org.cn/showproj.aspx?proj=49812
99,ChiCTR2000030016,ChiCTR,2020-02-19,2020-02-04,True,Recruiting,Phase 4,Interventional,China,Basic and clinical study of inhalation of inactivated mycobacterium vaccine in the treatment of Novel coronavirus pneumonia (COVID-19),60,http://www.chictr.org.cn/showproj.aspx?proj=49799
100,ChiCTR2000030012,ChiCTR,2020-02-19,2020-02-19,False,Not Recruiting,Not Applicable,Interventional,China,Development of anti-2019-nCoV therapeutic antibody from the recovered novel coronavirus pneumonia patients (COVID-19),20,http://www.chictr.org.cn/showproj.aspx?proj=49718
101,ChiCTR2000030010,ChiCTR,2020-02-19,2020-02-19,False,Not Recruiting,Not Applicable,Interventional,China,"A randomized, double-blind, parallel-controlled, trial to evaluate the efficacy and safety of anti-SARS-CoV-2 virus inactivated plasma in the treatment of severe novel coronavirus pneumonia patients (COVID-19)",100,http://www.chictr.org.cn/showproj.aspx?proj=49777
102,ChiCTR2000030007,ChiCTR,2020-02-19,2020-02-03,True,Not Recruiting,Not Applicable,Interventional,China,Multicenter randomized controlled trial for rhG-CSF in the treatment of novel coronavirus pneumonia (COVID-19),200,http://www.chictr.org.cn/showproj.aspx?proj=49619
103,ChiCTR2000030006,ChiCTR,2020-02-19,2020-02-19,False,Recruiting,Not Applicable,Interventional,China,A randomized controlled trial for the efficacy of ozonated autohemotherapy in the treatment of Novel Coronavirus Pneumonia (COVID-19),60,http://www.chictr.org.cn/showproj.aspx?proj=49737
104,ChiCTR2000030003,ChiCTR,2020-02-19,2020-02-19,False,Not Recruiting,Not Applicable,Interventional,China,Optimization Protocal of Integrated Traditional Chinese and Western Medicine in the Treatment for Novel Coronavirus Pneumonia (COVID-19),480,http://www.chictr.org.cn/showproj.aspx?proj=49770
105,ChiCTR2000030002,ChiCTR,2020-02-19,2020-02-15,True,Recruiting,Phase 4,Interventional,China,Clinical study of novel NLRP Inflammasome inhibitor (Tranilast) in the treatment of novel coronavirus pneumonia (COVID-19),60,http://www.chictr.org.cn/showproj.aspx?proj=49738
106,ChiCTR2000030001,ChiCTR,2020-02-19,2020-02-15,True,Recruiting,Phase 3,Interventional,China,"The efficacy and safety of Triazavirin for 2019 novel coronary pneumonia (COVID-19): a multicenter, randomized, double blinded, placebo-controlled trial",240,http://www.chictr.org.cn/showproj.aspx?proj=49723
107,ChiCTR2000030000,ChiCTR,2020-02-19,2020-02-16,True,Recruiting,Phase 4,Interventional,China,"An open, controlled clinical trial for evaluation of ganovo combined with ritonavir and integrated traditional Chinese and Western medicine in the treatment of novel coronavirus infection (COVID-19)",50,http://www.chictr.org.cn/showproj.aspx?proj=49748
108,ChiCTR2000029999,ChiCTR,2020-02-19,2020-02-20,False,Not Recruiting,Not Applicable,Interventional,China,A clinical study for probiotics in the regulation of intestinal function and microflora structure of novel coronavirus pneumonia (COVID-19),60,http://www.chictr.org.cn/showproj.aspx?proj=49717
109,ChiCTR2000029996,ChiCTR,2020-02-20,2020-02-20,False,Recruiting,Phase 2,Interventional,China,"A randomized, open-label, controlled trial for the efficacy and safety of Farpiravir Tablets in the treatment of patients with novel coronavirus pneumonia (COVID-19)",60,http://www.chictr.org.cn/showproj.aspx?proj=49510
110,ChiCTR2000029994,ChiCTR,2020-02-18,2020-02-19,False,Not Recruiting,Not Applicable,Interventional,China,Liu-Zi-Jue Qigong and Acupressure Therapy for Pulmonary Function and Quality of Life in Patient with Severe novel coronavirus pneumonia (COVID-19): A Randomized Controlled Trial,200,http://www.chictr.org.cn/showproj.aspx?proj=49309
111,ChiCTR2000029992,ChiCTR,2020-02-18,2020-02-17,True,Not Recruiting,Phase 4,Interventional,China,"A prospective, randomized, open label, controlled trial for chloroquine and hydroxychloroquine in patients with severe novel coronavirus pneumonia (COVID-19)",100,http://www.chictr.org.cn/showproj.aspx?proj=49574
112,ChiCTR2000029990,ChiCTR,2020-02-18,2020-01-30,True,Recruiting,Phase 1/Phase 2,Interventional,China,Clinical trials of mesenchymal stem cells for the treatment of pneumonitis caused by novel coronavirus pneumonia (COVID-19),120,http://www.chictr.org.cn/showproj.aspx?proj=49674
113,ChiCTR2000029989,ChiCTR,2020-02-18,2020-02-20,False,Not Recruiting,Phase 4,Interventional,China,A randomized controlled Trial for therapeutic efficacy of Recombinant Human Interferon alpha 1b Eye Drops in the treatment of elderly with novel coronavirus pneumonia (COVID-19),300,http://www.chictr.org.cn/showproj.aspx?proj=49720
114,ChiCTR2000029988,ChiCTR,2020-02-18,2020-02-13,True,Recruiting,Phase 4,Interventional,China,Clinical Study of Chloroquine Phosphate in the Treatment of Severe Novel Coronavirus Pneumonia (COVID-19),80,http://www.chictr.org.cn/showproj.aspx?proj=49218
115,ChiCTR2000029978,ChiCTR,2020-02-18,2020-02-21,False,Not Recruiting,Not Applicable,Interventional,China,A randomized controlled trial for the efficacy of Dao-Yin in the prevention and controlling novel coronavirus pneumonia (COVID-19),186,http://www.chictr.org.cn/showproj.aspx?proj=49702
116,ChiCTR2000029974,ChiCTR,2020-02-18,2020-02-09,True,Recruiting,Not Applicable,Interventional,China,"A prospective, multicenter, open-label, randomized, parallel-controlled trial for probiotics to evaluate efficacy and safety in patients infected with 2019 novel coronavirus pneumonia (COVID-19)",300,http://www.chictr.org.cn/showproj.aspx?proj=49321
117,ChiCTR2000029972,ChiCTR,2020-02-17,2020-02-17,False,Recruiting,Not Applicable,Interventional,China,A randomized controlled trial for the Efficacy of Ultra Short Wave Electrotherapy in the treatment of Novel Coronavirus Pneumonia (COVID-19),40,http://www.chictr.org.cn/showproj.aspx?proj=49664
118,ChiCTR2000029960,ChiCTR,2020-02-17,2020-02-28,False,Not Recruiting,Not Applicable,Interventional,China,Comparative study for integrate Chinese and conventional medicine the the treatment of novel coronavirus pneumonia (COVID-19) in Hu'nan province,100,http://www.chictr.org.cn/showproj.aspx?proj=49639
119,ChiCTR2000029956,ChiCTR,2020-02-17,2020-02-18,False,Not Recruiting,Not Applicable,Interventional,China,Chinese Medicine Promotes Rehabilitation Recommendations after 2019 Novel Coronavirus Infection (COVID-19),120,http://www.chictr.org.cn/showproj.aspx?proj=49618
120,ChiCTR2000029954,ChiCTR,2020-02-17,2020-04-30,False,Recruiting,Phase 4,Interventional,China,"Efficacy and safety of honeysuckle oral liquid in the treatment of novel coronavirus pneumonia (COVID-19): a multicenter, randomized, controlled, open clinical trial",300,http://www.chictr.org.cn/showproj.aspx?proj=49402
121,ChiCTR2000029851,ChiCTR,2020-02-15,2020-02-19,False,Recruiting,Phase 4,Interventional,China,"A multicenter, randomized controlled trial for the efficacy and safety of Alpha lipoic acid (iv) in the treatment of patients of severe novel coronavirus pneumonia (COVID-19)",68,http://www.chictr.org.cn/showproj.aspx?proj=49534
122,ChiCTR2000029803,ChiCTR,2020-02-14,2020-02-20,False,Not Recruiting,Not Applicable,Interventional,China,"A prospective, randomized, open-label, controlled clinical study to evaluate the preventive effect of hydroxychloroquine on close contacts after exposure to the Novel Coronavirus Pneumonia (COVID-19)",320,http://www.chictr.org.cn/showproj.aspx?proj=49428
123,ChiCTR2000029781,ChiCTR,2020-02-13,2020-02-14,False,Recruiting,Phase 4,Interventional,China,"A multicenter, randomized, open and controlled trial for the efficacy and safety of Kang-Bing-Du granules in the treatment of novel coronavirus pneumonia (COVID-19)",160,http://www.chictr.org.cn/showproj.aspx?proj=49138
124,ChiCTR2000029780,ChiCTR,2020-02-13,2020-02-14,False,Recruiting,Phase 4,Interventional,China,"A multicenter, randomized, open, controlled trial for the efficacy and safety of Shen-Qi Fu-Zheng injection in the treatment of novel coronavirus pneumonia (COVID-19)",160,http://www.chictr.org.cn/showproj.aspx?proj=49220
125,ChiCTR2000029740,ChiCTR,2020-02-11,2020-02-11,False,Recruiting,Phase 4,Interventional,China,Efficacy of therapeutic effects of hydroxycholoroquine in novel coronavirus pneumonia (COVID-19) patients(randomized open-label control clinical trial),78,http://www.chictr.org.cn/showproj.aspx?proj=49317
126,ChiCTR2000030442,ChiCTR,2020-03-02,2020-03-05,False,Not Recruiting,Not Applicable,Interventional,No Country Given,"Combination of Tocilizumab, IVIG and CRRT in severe patients with novel coronavirus pneumonia (COVID-19)",100,http://www.chictr.org.cn/showproj.aspx?proj=50380
127,ChiCTR2000030433,ChiCTR,2020-03-01,2020-03-01,False,Not Recruiting,Phase 1,Interventional,China,Application of Rehabilitation and Lung Eight-segment Exercise in Home Rehabilitation of Survivors from novel coronavirus pneumonia (COVID-19),80,http://www.chictr.org.cn/showproj.aspx?proj=50273
128,ChiCTR2000030432,ChiCTR,2020-03-01,2020-03-02,False,Not Recruiting,Not Applicable,Interventional,China,Application of rehabilitation and Lung eight-segment exercise in front-line nurses in the prevention of novel coronavirus pneumonia (COVID-19) epidemic,80,http://www.chictr.org.cn/showproj.aspx?proj=50268
129,ChiCTR2000030424,ChiCTR,2020-03-01,2020-03-02,False,Not Recruiting,Not Applicable,Interventional,China,"A single-center, single-arm clinical trial for azvudine in the treatment of novel coronavirus pneumonia (COVID-19)",30,http://www.chictr.org.cn/showproj.aspx?proj=50174
130,ChiCTR2000030420,ChiCTR,2020-03-01,2020-03-01,False,Not Recruiting,Not Applicable,Interventional,China,A Clinical Trial Study for the Influence of TCM Psychotherapy on Negative Emotion of Patients with Novel Coronavirus Pneumonia (COVID-19) Based on Network Platform,60,http://www.chictr.org.cn/showproj.aspx?proj=50286
131,ChiCTR2000030418,ChiCTR,2020-03-01,2020-03-01,False,Recruiting,Not Applicable,Interventional,China,Application of rehabilitation lung exercise eight-segment exercise in patients with novel coronavirus pneumonia (COVID-19),80,http://www.chictr.org.cn/showproj.aspx?proj=50341
132,ChiCTR2000030398,ChiCTR,2020-03-01,2020-02-27,True,Not Recruiting,Not Applicable,Interventional,China,"A randomized, double-blind, placebo-controlled trial for evaluation of  the efficacy and safety of bismuth potassium citrate capsules in the treatment of patients with novel coronavirus pneumonia (COVID-19).",340,http://www.chictr.org.cn/showproj.aspx?proj=50173
133,ChiCTR2000030386,ChiCTR,2020-02-18,2020-03-01,False,Not Recruiting,Not Applicable,Interventional,China,Study for moxibustion in the preventing of novel coronavirus pneumonia (COVID-19),1000,http://www.chictr.org.cn/showproj.aspx?proj=50323
134,ChiCTR2000030333,ChiCTR,2020-02-28,2020-03-04,False,Recruiting,Not Applicable,Interventional,China,"A randomized, open-label controlled trial for the efficacy and safety of Pirfenidone in patients with severe and critical novel coronavirus pneumonia (COVID-19)",292,http://www.chictr.org.cn/showproj.aspx?proj=48801
135,ChiCTR2000030324,ChiCTR,2020-02-28,2020-02-28,False,Not Recruiting,Not Applicable,Interventional,China,Traditional Chinese Medicine 'Zang-Fu Point-pressing' massage for children with novel coronavirus pneumonia (COVID-19),40,http://www.chictr.org.cn/showproj.aspx?proj=50231
136,ChiCTR2000030317,ChiCTR,2020-02-28,2020-03-01,False,Not Recruiting,Not Applicable,Interventional,China,Clinical study for a new type of Gastroscope isolation mask for preventing and controlling the novel coronavirus pneumonia (COVID-19) Epidemic period,300,http://www.chictr.org.cn/showproj.aspx?proj=50247
137,ChiCTR2000030314,ChiCTR,2020-02-28,2020-02-28,False,Not Recruiting,Not Applicable,Interventional,No Country Given,Traditional Chinese medicine Ma-Xing-Shi-Gan-Tang and Sheng-Jiang-San in the treatment of children with novel coronavirus pneumonia (COVID-19),40,http://www.chictr.org.cn/showproj.aspx?proj=50248
138,ChiCTR2000030265,ChiCTR,2020-02-26,2020-02-24,True,Not Recruiting,Not Applicable,Interventional,China,Study for continuous renal replacement therapy with adsorption filter in the treatment of the novel coronavirus pneumonia (COVID-19),30,http://www.chictr.org.cn/showproj.aspx?proj=49691
139,ChiCTR2000030261,ChiCTR,2020-02-26,2020-03-01,False,Not Recruiting,Not Applicable,Interventional,China,A study for the key technology of mesenchymal stem cells exosomes atomization in the treatment of novel coronavirus pneumonia (COVID-19),26,http://www.chictr.org.cn/showproj.aspx?proj=49963
140,ChiCTR2000030260,ChiCTR,2020-02-26,2020-02-27,False,Not Recruiting,Not Applicable,Interventional,China,Clinical study for individualized nutritional assessment and supportive treatment of novel coronavirus pneumonia (COVID-19) patients in Tibetan Plateau,20,http://www.chictr.org.cn/showproj.aspx?proj=50130
141,ChiCTR2000030258,ChiCTR,2020-02-26,2020-02-21,True,Not Recruiting,Not Applicable,Interventional,China,"A multicenter, randomized, controlled trial for efficacy and safety of hydrogen inhalation in the treatment of novel coronavirus pneumonia (COVID-19) patients",60,http://www.chictr.org.cn/showproj.aspx?proj=49887
142,ChiCTR2000030255,ChiCTR,2020-02-26,2020-03-01,False,Not Recruiting,Phase 4,Interventional,China,Efficacy and Safety of Jing-Yin Granule in the treatment of novel coronavirus pneumonia (COVID-19) wind-heat syndrome,300,http://www.chictr.org.cn/showproj.aspx?proj=50089
143,ChiCTR2000030225,ChiCTR,2020-02-26,2020-02-22,True,Not Recruiting,Not Applicable,Interventional,China,Clinical Reseach of Acupuncture in the treatment of Novel Coronavirus Pneumonia (COVID-19),186,http://www.chictr.org.cn/showproj.aspx?proj=49945
144,ChiCTR2000030219,ChiCTR,2020-02-25,2020-01-21,True,Recruiting,Not Applicable,Interventional,China,Study for evaluation of integrated traditional Chinese and Western Medicine in the treatment of Novel Coronavirus Pneumonia (COVID-19),120,http://www.chictr.org.cn/showproj.aspx?proj=50110
145,ChiCTR2000030218,ChiCTR,2020-02-25,2020-01-22,True,Recruiting,Not Applicable,Interventional,China,Study of Pinavir / Ritonavir Tablets (Trade Name: Kelizhi) Combined with Xiyanping Injection for Novel Coronavirus Pneumonia (COVID-19),80,http://www.chictr.org.cn/showproj.aspx?proj=50115
146,ChiCTR2000030215,ChiCTR,2020-02-25,2020-02-26,False,Not Recruiting,Not Applicable,Interventional,China,Study for the efficacy of Kangguan No. 1-3 prescription in the treatment of novel coronavirus pneumonia (COVID19),120,http://www.chictr.org.cn/showproj.aspx?proj=50107
147,ChiCTR2000030196,ChiCTR,2020-02-25,2020-02-20,True,Not Recruiting,Phase 2,Interventional,China,"A multicenter, single arm, open label trial for the efficacy and safety of CMAB806 in the treatment of cytokine release syndrome of novel coronavirus pneumonia (COVID-19)",60,http://www.chictr.org.cn/showproj.aspx?proj=49883
148,ChiCTR2000030091,ChiCTR,2020-02-23,2020-02-22,True,Not Recruiting,Not Applicable,Interventional,China,A prospective randomized controlled trial for the home exercise prescription intervention in nursing students during epidemic of novel coronary pneumonia (COVID-19),200,http://www.chictr.org.cn/showproj.aspx?proj=49914
