ISRCTN,Basic results,Peer-reviewed publications,Overall trial start,Overall trial end,Record last updated,Overall trial status,Recruitment status,EudraCT number,ClinicalTrials.gov number
ISRCTN83713102,,,30/11/2021,13/03/2022,09/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN14412723,,,01/11/2019,31/07/2021,02/03/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN13022816,,,07/09/2020,30/03/2023,02/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN11568655,,,02/01/2020,31/05/2025,07/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN52076264,,,01/01/2021,31/12/2022,02/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN38815804,,,01/10/2018,31/12/2024,22/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN14831771,,,01/11/2021,30/09/2022,04/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN47576591,,,01/10/2021,31/03/2024,08/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN12840870,,,30/11/2018,15/02/2021,02/03/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN10534853,,,16/03/2016,03/04/2019,08/03/2022,Completed,No longer recruiting,2016-002704-63,NCT03164876
ISRCTN42585840,,,25/11/2019,01/01/2027,08/02/2022,Ongoing,Recruiting,2021-001193-29,Nil known
ISRCTN11442818,,,30/06/2021,01/12/2026,07/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN53976851,,,02/06/2019,30/10/2024,07/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN15630617,,,29/11/2021,31/12/2023,02/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN13308001,,,01/10/2021,17/05/2022,02/03/2022,Ongoing,Recruiting,2021-006334-39,Nil known
ISRCTN44193972,,,15/01/2019,22/03/2020,04/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN76033536,,,03/09/2019,05/08/2022,04/02/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN23080097,,,01/01/2021,31/12/2022,02/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN14146882,,2020 Interim results article in https://medic.upm.edu.my/upload/dokumen/2020090810170113_MJMHS_0701.pdf (added 04/02/2022),20/06/2017,21/05/2019,04/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN49033491,,,01/09/2021,31/07/2023,04/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN11288262,,,01/09/2021,03/01/2023,03/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN57325925,,,01/03/2019,15/09/2022,29/12/2021,Ongoing,No longer recruiting,Nil known,NCT04131179
ISRCTN15504688,,,01/03/2021,31/12/2023,02/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN57186362,,,24/05/2017,27/02/2020,03/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN72729780,,,01/10/2020,30/09/2022,03/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN18356379,,,16/06/2021,30/10/2021,02/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN87262826,,,15/03/2021,31/05/2022,31/01/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN13703043,,,01/01/2021,30/06/2025,02/02/2022,Ongoing,Not yet recruiting,Nil known,Nil known
ISRCTN71283871,,,01/03/2021,31/08/2024,25/01/2022,Ongoing,Recruiting,2021-003328-34,Nil known
ISRCTN12416717,,,01/03/2019,28/02/2023,02/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN19682964,,,01/08/2019,31/12/2022,02/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN18013983,,,11/04/2021,01/01/2024,01/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN16571565,,,29/08/2021,01/06/2027,01/02/2022,Ongoing,Not yet recruiting,Nil known,Nil known
ISRCTN17065351,,,01/09/2019,31/03/2024,01/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN10521680,,,13/10/2021,06/10/2022,01/02/2022,Deferred,Recruiting,2021-000600-38,Nil known
ISRCTN16394569,,,20/04/2021,30/03/2024,20/01/2022,Ongoing,Recruiting,,Nil known
ISRCTN13245243,,,01/07/2019,31/12/2023,02/03/2022,Ongoing,Not yet recruiting,Nil known,Nil known
ISRCTN13977758,,,01/09/2020,31/03/2021,01/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN24225493,,,01/01/2020,31/12/2024,01/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN16011816,,,13/01/2022,01/02/2025,20/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN13498237,,,01/08/2021,31/01/2023,31/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN22121045,,,04/09/2019,31/05/2021,31/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN71490154,,,29/12/2021,31/12/2024,31/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN96895644,,,01/01/2020,01/10/2023,31/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN61173943,,,01/02/2020,31/12/2023,31/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN51643592,,2022 Results article in https://pubmed.ncbi.nlm.nih.gov/35167764/ (added 16/02/2022),01/02/2016,01/02/2020,16/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN58994514,,,01/03/2021,31/12/2022,15/12/2021,Ongoing,Recruiting,,
ISRCTN14490832,,,01/07/2021,30/06/2024,23/02/2022,Ongoing,Recruiting,2021-001101-78,Nil known
ISRCTN30282356,,,04/05/2020,31/12/2022,28/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN38930336,,,15/02/2021,13/08/2021,01/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN17422256,,,02/08/2021,28/07/2023,24/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN36407216,,,01/08/2021,31/07/2023,27/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN20659914,,,22/03/2021,22/03/2022,27/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN16328317,,,22/04/2021,01/09/2022,17/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN10271810,,,01/11/2021,22/07/2022,11/02/2022,Deferred,Recruiting,2021-006225-22,Nil known
ISRCTN10699017,,,08/04/2020,05/01/2022,01/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN14603929,,,01/09/2020,31/12/2023,26/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN13053035,,,11/11/2021,01/01/2025,14/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN47058442,,,04/01/2022,31/03/2022,26/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN15258669,,,01/02/2021,30/08/2022,28/03/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN15022307,,,01/08/2021,31/12/2023,01/02/2022,Ongoing,Recruiting,Nil known,NCT05057260
ISRCTN45943700,,,01/06/2021,30/09/2022,25/01/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN18211730,,,06/06/2019,31/05/2022,03/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN30905788,,,30/06/2020,30/06/2024,01/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN91164066,,,28/10/2019,30/04/2025,25/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN27096541,Basic results see attached file ISRCTN27096541_BasicResults_04Feb22.pdf (added 04/02/2022),,01/08/2008,01/08/2009,04/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN16503497,,,25/03/2021,31/05/2022,21/01/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN44151777,,,27/07/2021,30/09/2021,24/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN88179970,,,30/05/2019,31/01/2027,15/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN15571664,,,10/03/2021,01/01/2023,24/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN34385943,,,01/10/2019,21/10/2021,21/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN68130625,,,01/02/2017,31/12/2018,21/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN66056835,,,01/12/2021,15/04/2022,21/01/2022,Ongoing,No longer recruiting,Nil Known,Nil known
ISRCTN15169107,,,10/07/2017,01/09/2019,21/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN79006041,,,05/02/2021,31/10/2023,20/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN19833163,,,18/07/2021,15/11/2022,02/03/2022,Ongoing,Recruiting,2021-005437-17,Nil known
ISRCTN52414724,,,25/10/2019,12/07/2024,19/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN10024302,,,15/10/2018,20/03/2019,18/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN82431978,,,03/02/2020,22/08/2025,21/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN71132454,,,01/04/2019,31/03/2023,19/01/2022,Ongoing,Not yet recruiting,Nil known,Nil known
ISRCTN10817487,,,01/05/2020,30/10/2024,31/01/2022,Ongoing,Recruiting,2020-003719-83,Nil known
ISRCTN58643025,,,15/09/2021,31/05/2023,17/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN99979127,,,14/09/2021,01/04/2023,24/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN10661970,,,11/04/2021,01/03/2024,25/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN80374799,,,20/12/2020,30/04/2023,17/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN66423499,,,12/01/2016,01/03/2020,14/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN33480483,,,21/02/2020,15/08/2023,16/12/2021,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN66860544,,,06/01/2011,03/10/2020,13/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN13441058,,,22/06/2021,31/01/2022,07/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN92917837,,,01/06/2021,31/12/2022,01/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN18072109,,,13/10/2020,01/10/2022,10/03/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN17842200,,,01/09/2021,31/12/2022,13/01/2022,Ongoing,Recruiting,Nil known,Nil Known
ISRCTN30693819,,,10/02/2020,01/02/2025,15/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN54243749,,,15/02/2021,15/12/2022,13/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN68770903,,,03/06/2021,30/09/2022,01/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN10792815,,,07/06/2021,19/05/2022,10/01/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN12365070,,2022 Results article in https://doi.org/10.5281/zenodo.5929647 (added 02/03/2022),10/12/2015,29/10/2016,02/03/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN60155644,,,13/08/2021,13/08/2022,01/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN27483786,,,01/07/2020,31/12/2026,12/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN16038063,,,01/03/2020,01/05/2022,07/03/2022,Ongoing,No longer recruiting,Nil known,NCT05213390
ISRCTN49260430,,,01/01/2019,10/10/2021,17/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN12736683,,,02/10/2021,30/05/2023,18/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN16257705,,,01/01/2021,07/08/2021,10/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN12150779,,,01/01/2022,31/08/2023,10/01/2022,Ongoing,Not yet recruiting,Nil known,Nil known
ISRCTN64890826,,,01/03/2021,31/12/2025,06/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN14470430,,,01/01/2020,30/12/2022,01/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN80335325,,,01/01/2019,29/02/2020,07/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN29045982,,,01/04/2020,01/12/2022,07/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN61035897,,,13/01/2021,09/01/2024,07/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN25569053,,,17/12/2020,31/10/2023,05/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN42991002,,,15/07/2021,30/12/2022,01/02/2022,Ongoing,Recruiting,,
ISRCTN13187634,,,01/01/2020,31/12/2022,04/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN96528723,,,01/07/2021,01/12/2022,02/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN12932938,,,07/12/2021,30/12/2022,17/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN98052401,,,01/08/2021,12/11/2021,06/01/2022,Completed,No longer recruiting,Nil known,Nil KNown
ISRCTN92552885,,,17/11/2021,01/07/2023,23/12/2021,Ongoing,Recruiting,,
ISRCTN10268258,,,01/11/2021,30/04/2022,06/01/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN19176792,,,01/09/2017,31/03/2020,05/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN29693943,,,01/01/2019,31/12/2025,01/03/2022,Ongoing,Not yet recruiting,Nil Known,Nil known
ISRCTN18025891,,,27/11/2017,30/11/2019,05/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN10446067,,,01/01/2017,01/10/2021,04/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN18083947,,,01/07/2021,01/12/2022,17/12/2021,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN76119074,,,01/07/2021,30/11/2024,04/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN14506218,,,01/07/2019,01/05/2021,04/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN17642761,,,14/03/2013,31/12/2022,29/12/2021,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN63296676,,,01/10/2021,31/03/2023,04/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN45696887,,,15/10/2018,30/09/2022,05/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN14213432,,,01/05/2016,30/07/2017,16/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN15821791,,,01/09/2021,31/05/2023,21/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN15430424,,2022 Results article in https://pubmed.ncbi.nlm.nih.gov/35120498/ (added 07/02/2022),01/02/2017,31/05/2019,07/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN11684778,,,01/09/2019,30/11/2022,21/02/2022,Ongoing,Not yet recruiting,Nil known,Nil known
ISRCTN19056780,,,01/11/2020,01/06/2023,30/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN11302156,,,01/10/2021,25/04/2022,30/12/2021,Ongoing,No longer recruiting,,
ISRCTN12076381,,,02/02/2014,01/04/2015,07/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN69069358,,,15/01/2015,30/04/2018,17/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN86311613,,,30/09/2019,01/06/2021,29/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN96296121,,,01/01/2021,31/10/2024,29/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN85181847,,,08/10/2021,28/04/2022,19/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN16534102,,,01/10/2020,01/11/2021,24/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN36459506,,,01/01/2020,29/07/2022,21/12/2021,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN37125996,,,01/02/2020,01/07/2022,21/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN42028479,,,20/12/2021,30/09/2024,06/01/2022,Ongoing,Not yet recruiting,Nil known,Nil known
ISRCTN17022695,,,05/12/2016,30/04/2020,23/12/2021,Completed,No longer recruiting,Nil known,NCT02983136
ISRCTN11242213,,,20/07/2020,31/07/2021,23/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN24481058,,,18/06/2021,31/05/2024,22/12/2021,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN68663074,,,01/01/2021,01/07/2025,22/03/2022,Ongoing,Recruiting,2021-004131-84,Nil known
ISRCTN10093277,,,29/08/2021,31/12/2023,01/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN25014465,,,01/09/2014,15/04/2017,22/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN27075727,,,01/06/2021,31/05/2023,29/03/2022,Ongoing,Not yet recruiting,2021-003509-23,Nil known
ISRCTN16358150,,,12/06/2021,30/06/2022,20/12/2021,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN27793187,,,25/05/2018,30/12/2022,06/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN12880309,,,21/04/2021,31/12/2025,02/02/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN13692671,,,05/10/2020,01/12/2023,11/01/2022,Ongoing,Recruiting,Nil known,
ISRCTN17976930,,,01/05/2015,03/02/2017,20/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN17341656,,,01/10/2020,30/04/2024,14/01/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN11601053,,,01/10/2021,30/09/2022,30/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN13621293,,,25/10/2021,24/10/2023,11/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN40939838,,,07/11/2016,30/09/2023,16/12/2021,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN13557768,,,01/01/2021,01/03/2032,17/12/2021,Ongoing,Not yet recruiting,Nil known,Nil known
ISRCTN93756764,,,01/01/2019,01/07/2023,05/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN14474552,,,01/07/2021,31/01/2025,17/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN15360698,,,01/06/2021,01/09/2024,16/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN13640422,,,29/05/2020,30/04/2025,17/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN28479470,,,06/05/2020,11/11/2020,26/11/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN18410689,,,28/04/2015,12/01/2018,08/12/2021,Completed,No longer recruiting,2014-005405-20,Nil known
ISRCTN10487576,,,02/01/2019,30/04/2023,11/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN45282100,,,01/12/2020,01/08/2022,15/12/2021,Ongoing,Recruiting,2021-000305-24,Nil known
ISRCTN12451453,,,01/03/2020,30/03/2024,01/04/2022,Ongoing,Not yet recruiting,Nil known,Nil known
ISRCTN13034712,,,02/05/2015,20/09/2020,15/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN90377123,,,01/02/2021,31/12/2022,24/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN14406171,,,01/12/2020,30/06/2022,08/03/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN88446415,,,01/01/2020,01/08/2026,10/01/2022,Ongoing,Recruiting,2020-005069-15,Nil known
ISRCTN10362331,,,10/12/2021,31/12/2024,15/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN17226296,,,31/07/2015,04/02/2021,13/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN14714572,,,01/12/2018,01/10/2019,07/02/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN95010035,,,29/04/2020,05/04/2022,14/12/2021,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN12112103,,,02/02/2021,01/09/2021,13/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN15338211,,,08/03/2021,21/06/2023,24/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN91637022,,,01/10/2021,05/04/2022,10/03/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN78621766,,,01/03/2020,31/07/2022,16/02/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN14827027,,,09/10/2021,01/07/2023,13/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN14390796,,,16/11/2020,01/02/2024,14/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN25429617,,,03/06/2021,15/12/2022,13/12/2021,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN90828574,,,01/05/2021,31/07/2023,13/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN13495664,,2022 Interim results article in https://pubmed.ncbi.nlm.nih.gov/35123676/ (added 07/02/2022),18/03/2021,01/06/2022,07/02/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN47896018,,,13/10/2021,01/12/2022,10/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN63437172,,,31/07/2021,31/12/2024,10/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN10030612,,,01/11/2021,18/03/2022,24/01/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN16918691,,,01/09/2021,31/12/2024,10/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN17329697,,2021 Protocol article in https://pubmed.ncbi.nlm.nih.gov/33836690/ (added 28/09/2021),25/11/2019,01/04/2025,10/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN89589002,,,04/01/2016,06/09/2021,02/12/2021,Completed,No longer recruiting,2016-004629-18,Nil known
ISRCTN37136039,,,13/12/2019,20/03/2023,03/12/2021,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN24696854,,,01/11/2017,30/10/2018,20/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN12651780,,,01/01/2020,31/12/2022,09/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN11387188,,,01/01/2018,01/09/2019,22/10/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN17138470,,,01/09/2021,01/01/2023,11/01/2022,Ongoing,Not yet recruiting,Nil known,Nil known
ISRCTN39935085,,,01/07/2020,31/12/2030,09/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN35903062,,,01/11/2020,14/02/2023,09/12/2021,Ongoing,Recruiting,2020-005121-89,Nil known
ISRCTN64763228,,,14/03/2017,01/01/2020,08/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN16824836,,,01/05/2015,01/06/2021,08/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN16650532,,2021 Protocol article in https://pubmed.ncbi.nlm.nih.gov/34556492/ (added 02/11/2021),12/03/2021,31/08/2022,08/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN12908359,,,05/05/2015,24/06/2016,26/11/2021,Completed,No longer recruiting,2014-005315-16,Nil known
ISRCTN26168155,,,12/05/2021,17/07/2024,07/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN49178226,,,02/06/2021,31/12/2023,09/12/2021,Ongoing,Recruiting,,
ISRCTN11677384,,,01/10/2020,31/03/2023,29/03/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN10567113,,,04/11/2013,01/03/2021,07/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN67043129,,,28/06/2021,01/08/2022,05/11/2021,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN12010145,,,01/05/2021,31/03/2023,10/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN17672960,,,04/06/2021,31/05/2022,11/01/2022,Ongoing,Recruiting,2021-000558-25,Nil known
ISRCTN71350920,,,01/01/2018,11/03/2022,09/03/2022,Completed,No longer recruiting,Nil known,Nil known
ISRCTN17105027,,,01/02/2020,01/11/2022,06/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN18390498,,,01/10/2020,31/12/2025,03/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN94347640,,,01/10/2019,31/03/2022,06/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN10000341,,,01/03/2021,01/07/2024,01/12/2021,Ongoing,Recruiting,Nil known,Nil known
ISRCTN15281572,,,14/09/2021,30/05/2023,23/02/2022,Ongoing,No longer recruiting,Nil known,Nil known
ISRCTN75983430,,,01/06/2021,17/03/2023,09/02/2022,Ongoing,Not yet recruiting,Nil known,Nil known
ISRCTN47902923,,,26/10/2020,12/03/2021,08/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN34011164,,,01/06/2019,17/01/2020,03/12/2021,Completed,No longer recruiting,Nil known,Nil known
ISRCTN16332897,,,05/08/2018,30/06/2024,11/01/2022,Ongoing,Recruiting,Nil known,Nil known
ISRCTN49498363,,,01/03/2021,01/09/2023,03/12/2021,Ongoing,Not yet recruiting,Nil known,Nil known
ISRCTN13713551,,,22/09/2021,15/03/2024,09/12/2021,Ongoing,Recruiting,2021-003426-77,Nil known
